Chrom,Start,End,miRNA Name,Circ Name,Strand,Seed Category,ID,Software Matched,Validated,AGO
chr1,998996,999013,hsa-miR-4486,ENST00000484667.2,-,No Seed,INT_RH_13259,1,No,Yes
chr1,998982,999006,hsa-miR-4793-5p,ENST00000484667.2,-,No Seed,INT_RH_14235,1,No,Yes
chr1,999030,999052,hsa-miR-5001-3p,ENST00000484667.2,-,No Seed,INT_RH_15211,1,No,Yes
chr1,999032,999053,hsa-miR-5196-3p,ENST00000484667.2,-,No Seed,INT_RH_16187,1,No,Yes
chr1,999001,999023,hsa-miR-6740-5p,ENST00000484667.2,-,No Seed,INT_RH_17163,1,No,Yes
chr1,1014479,1014563,hsa-miR-29b-2-5p,ENST00000379389.4,+,No Seed,INT_RH_8380,1,No,Yes
chr1,1014501,1014586,hsa-miR-145-5p,ENST00000379389.4,+,No Seed,INT_RH_9356,1,No,Yes
chr1,1014487,1014571,hsa-miR-345-3p,ENST00000379389.4,+,No Seed,INT_RH_10332,1,No,Yes
chr1,1014522,1014605,hsa-miR-590-3p,ENST00000379389.4,+,No Seed,INT_RH_11308,1,No,Yes
chr1,1014479,1014561,hsa-miR-4326,ENST00000379389.4,+,No Seed,INT_RH_12284,1,No,Yes
chr1,1014479,1014558,hsa-miR-4486,ENST00000379389.4,+,No Seed,INT_RH_13260,1,No,Yes
chr1,1014506,1014590,hsa-miR-5001-3p,ENST00000379389.4,+,No Seed,INT_RH_15212,1,No,Yes
chr1,1014508,1014591,hsa-miR-5196-3p,ENST00000379389.4,+,No Seed,INT_RH_16188,1,No,Yes
chr1,1014481,1014565,hsa-miR-6740-5p,ENST00000379389.4,+,No Seed,INT_RH_17164,1,No,Yes
chr1,1014479,1014564,hsa-miR-29b-2-5p,ENST00000624697.3,+,No Seed,INT_RH_8381,1,No,Yes
chr1,1014501,1014587,hsa-miR-145-5p,ENST00000624697.3,+,No Seed,INT_RH_9357,1,No,Yes
chr1,1014487,1014572,hsa-miR-345-3p,ENST00000624697.3,+,No Seed,INT_RH_10333,1,No,Yes
chr1,1014522,1014606,hsa-miR-590-3p,ENST00000624697.3,+,No Seed,INT_RH_11309,1,No,Yes
chr1,1014479,1014562,hsa-miR-4326,ENST00000624697.3,+,No Seed,INT_RH_12285,1,No,Yes
chr1,1014479,1014559,hsa-miR-4486,ENST00000624697.3,+,No Seed,INT_RH_13261,1,No,Yes
chr1,1014506,1014591,hsa-miR-5001-3p,ENST00000624697.3,+,No Seed,INT_RH_15213,1,No,Yes
chr1,1014508,1014592,hsa-miR-5196-3p,ENST00000624697.3,+,No Seed,INT_RH_16189,1,No,Yes
chr1,1014481,1014566,hsa-miR-6740-5p,ENST00000624697.3,+,No Seed,INT_RH_17165,1,No,Yes
chr1,1185155,1185900,hsa-miR-145-5p,ENST00000379288.3,+,No Seed,INT_RH_9358,1,No,No
chr1,1185760,1186502,hsa-miR-4326,ENST00000379288.3,+,No Seed,INT_RH_12286,1,No,No
chr1,1185570,1186316,hsa-miR-4793-5p,ENST00000379288.3,+,No Seed,INT_RH_14238,1,No,No
chr1,1185474,1186218,hsa-miR-5001-3p,ENST00000379288.3,+,No Seed,INT_RH_15214,1,No,No
chr1,1185760,1186503,hsa-miR-5196-3p,ENST00000379288.3,+,No Seed,INT_RH_16190,1,No,No
chr1,1197882,1197990,hsa-miR-29b-2-5p,ENST00000379289.5,+,No Seed,INT_RH_8383,1,No,Yes
chr1,1197906,1198015,hsa-miR-145-5p,ENST00000379289.5,+,No Seed,INT_RH_9359,1,No,Yes
chr1,1197887,1197994,hsa-miR-590-3p,ENST00000379289.5,+,No Seed,INT_RH_11311,1,No,Yes
chr1,1197898,1198004,hsa-miR-4326,ENST00000379289.5,+,No Seed,INT_RH_12287,1,No,Yes
chr1,1197889,1197999,hsa-miR-4793-5p,ENST00000379289.5,+,No Seed,INT_RH_14239,1,No,Yes
chr1,1197896,1198004,hsa-miR-5001-3p,ENST00000379289.5,+,No Seed,INT_RH_15215,1,No,Yes
chr1,1197898,1198005,hsa-miR-5196-3p,ENST00000379289.5,+,No Seed,INT_RH_16191,1,No,Yes
chr1,1197871,1197979,hsa-miR-6740-5p,ENST00000379289.5,+,No Seed,INT_RH_17167,1,No,Yes
chr1,1197882,1197992,hsa-miR-29b-2-5p,ENST00000379290.5,+,No Seed,INT_RH_8384,1,No,Yes
chr1,1197906,1198017,hsa-miR-145-5p,ENST00000379290.5,+,No Seed,INT_RH_9360,1,No,Yes
chr1,1197923,1198032,hsa-miR-590-3p,ENST00000379290.5,+,No Seed,INT_RH_11312,1,No,Yes
chr1,1197898,1198006,hsa-miR-4326,ENST00000379290.5,+,No Seed,INT_RH_12288,1,No,Yes
chr1,1197889,1198001,hsa-miR-4793-5p,ENST00000379290.5,+,No Seed,INT_RH_14240,1,No,Yes
chr1,1197896,1198006,hsa-miR-5001-3p,ENST00000379290.5,+,No Seed,INT_RH_15216,1,No,Yes
chr1,1197898,1198007,hsa-miR-5196-3p,ENST00000379290.5,+,No Seed,INT_RH_16192,1,No,Yes
chr1,1197871,1197981,hsa-miR-6740-5p,ENST00000379290.5,+,No Seed,INT_RH_17168,1,No,Yes
chr1,11674172,11674698,hsa-miR-145-5p,ENST00000376753.8,+,No Seed,INT_RH_9361,1,No,No
chr1,11673878,11674403,hsa-miR-345-3p,ENST00000376753.8,+,No Seed,INT_RH_10337,1,No,No
chr1,11674157,11674677,hsa-miR-4486,ENST00000376753.8,+,7A1,INT_RH_13265,1,No,No
chr1,11673887,11674414,hsa-miR-4793-5p,ENST00000376753.8,+,No Seed,INT_RH_14241,1,No,No
chr1,11674061,11674585,hsa-miR-5196-3p,ENST00000376753.8,+,No Seed,INT_RH_16193,1,No,No
chr1,11673854,11674379,hsa-miR-6740-5p,ENST00000376753.8,+,No Seed,INT_RH_17169,1,No,No
chr1,24901999,24902021,hsa-miR-345-3p,ENST00000399916.5,-,No Seed,INT_RH_10338,1,No,Yes
chr1,24901999,24902021,hsa-miR-345-3p,ENST00000308873.10,-,No Seed,INT_RH_10339,1,No,Yes
chr1,24901999,24902021,hsa-miR-345-3p,ENST00000338888.3,-,No Seed,INT_RH_10340,1,No,Yes
chr1,24901953,24901974,hsa-miR-590-3p,ENST00000338888.3,-,No Seed,INT_RH_11316,1,No,Yes
chr1,24901305,24901325,hsa-miR-4326,ENST00000338888.3,-,No Seed,INT_RH_12292,1,No,Yes
chr1,28496917,28497693,hsa-miR-29b-2-5p,ENST00000373836.4,+,No Seed,INT_RH_8389,1,No,No
chr1,28496972,28497748,hsa-miR-345-3p,ENST00000373836.4,+,No Seed,INT_RH_10341,1,No,No
chr1,28497058,28497833,hsa-miR-590-3p,ENST00000373836.4,+,No Seed,INT_RH_11317,1,No,No
chr1,28496898,28497669,hsa-miR-4486,ENST00000373836.4,+,No Seed,INT_RH_13269,1,No,No
chr1,28496918,28497696,hsa-miR-4793-5p,ENST00000373836.4,+,No Seed,INT_RH_14245,1,No,No
chr1,28496659,28497435,hsa-miR-5001-3p,ENST00000373836.4,+,No Seed,INT_RH_15221,1,No,No
chr1,28496657,28497432,hsa-miR-5196-3p,ENST00000373836.4,+,No Seed,INT_RH_16197,1,No,No
chr1,28497113,28497889,hsa-miR-6740-5p,ENST00000373836.4,+,No Seed,INT_RH_17173,1,No,No
chr1,28497748,28501589,hsa-miR-5196-3p,ENST00000373839.7,+,No Seed,INT_RH_16198,1,No,No
chr1,29326335,29327496,hsa-miR-29b-2-5p,ENST00000373779.7,+,No Seed,INT_RH_8391,1,No,No
chr1,29326006,29327166,hsa-miR-590-3p,ENST00000373779.7,+,No Seed,INT_RH_11319,1,No,No
chr1,29326335,29327509,hsa-miR-29b-2-5p,ENST00000428026.6,+,No Seed,INT_RH_8392,1,No,No
chr1,29326006,29327179,hsa-miR-590-3p,ENST00000428026.6,+,No Seed,INT_RH_11320,1,No,No
chr1,29326335,29327365,hsa-miR-29b-2-5p,ENST00000460170.2,+,No Seed,INT_RH_8393,1,No,No
chr1,29326006,29327035,hsa-miR-590-3p,ENST00000460170.2,+,No Seed,INT_RH_11321,1,No,No
chr1,32936669,32936691,hsa-miR-29b-2-5p,ENST00000373456.11,-,No Seed,INT_RH_8394,1,No,Yes
chr1,32936662,32936685,hsa-miR-145-5p,ENST00000373456.11,-,No Seed,INT_RH_9370,1,No,Yes
chr1,32936682,32936704,hsa-miR-345-3p,ENST00000373456.11,-,No Seed,INT_RH_10346,1,No,Yes
chr1,32936674,32936694,hsa-miR-4326,ENST00000373456.11,-,No Seed,INT_RH_12298,1,No,Yes
chr1,32936768,32936792,hsa-miR-4793-5p,ENST00000373456.11,-,No Seed,INT_RH_14250,1,No,No
chr1,32936711,32936733,hsa-miR-5001-3p,ENST00000373456.11,-,No Seed,INT_RH_15226,1,No,No
chr1,32936708,32936729,hsa-miR-5196-3p,ENST00000373456.11,-,No Seed,INT_RH_16202,1,No,No
chr1,32936585,32936607,hsa-miR-6740-5p,ENST00000373456.11,-,No Seed,INT_RH_17178,1,No,No
chr1,32937024,32937047,hsa-miR-145-5p,ENST00000356990.9,-,No Seed,INT_RH_9371,1,No,Yes
chr1,32936908,32936930,hsa-miR-345-3p,ENST00000356990.9,-,No Seed,INT_RH_10347,1,No,No
chr1,32937181,32937201,hsa-miR-4326,ENST00000356990.9,-,No Seed,INT_RH_12299,1,No,No
chr1,32936669,32936691,hsa-miR-29b-2-5p,ENST00000235150.4,-,No Seed,INT_RH_8396,1,No,Yes
chr1,32936676,32936699,hsa-miR-145-5p,ENST00000235150.4,-,No Seed,INT_RH_9372,1,No,Yes
chr1,32936682,32936704,hsa-miR-345-3p,ENST00000235150.4,-,No Seed,INT_RH_10348,1,No,Yes
chr1,32936666,32936687,hsa-miR-590-3p,ENST00000235150.4,-,No Seed,INT_RH_11324,1,No,Yes
chr1,32936674,32936694,hsa-miR-4326,ENST00000235150.4,-,No Seed,INT_RH_12300,1,No,Yes
chr1,32936768,32936792,hsa-miR-4793-5p,ENST00000235150.4,-,No Seed,INT_RH_14252,1,No,No
chr1,32936711,32936733,hsa-miR-5001-3p,ENST00000235150.4,-,No Seed,INT_RH_15228,1,No,No
chr1,32936708,32936729,hsa-miR-5196-3p,ENST00000235150.4,-,No Seed,INT_RH_16204,1,No,No
chr1,32936726,32936748,hsa-miR-6740-5p,ENST00000235150.4,-,No Seed,INT_RH_17180,1,No,No
chr1,33101893,33101916,hsa-miR-29b-2-5p,ENST00000373440.5,+,No Seed,INT_RH_8397,1,No,No
chr1,33101893,33101917,hsa-miR-145-5p,ENST00000373440.5,+,No Seed,INT_RH_9373,1,No,No
chr1,33101893,33101916,hsa-miR-345-3p,ENST00000373440.5,+,No Seed,INT_RH_10349,1,No,No
chr1,33101893,33101915,hsa-miR-590-3p,ENST00000373440.5,+,No Seed,INT_RH_11325,1,No,No
chr1,33101893,33101914,hsa-miR-4326,ENST00000373440.5,+,No Seed,INT_RH_12301,1,No,No
chr1,33101893,33101911,hsa-miR-4486,ENST00000373440.5,+,No Seed,INT_RH_13277,1,No,No
chr1,33101893,33101918,hsa-miR-4793-5p,ENST00000373440.5,+,No Seed,INT_RH_14253,1,No,No
chr1,33101893,33101916,hsa-miR-5001-3p,ENST00000373440.5,+,No Seed,INT_RH_15229,1,No,No
chr1,33101893,33101915,hsa-miR-5196-3p,ENST00000373440.5,+,No Seed,INT_RH_16205,1,No,No
chr1,33101893,33101916,hsa-miR-6740-5p,ENST00000373440.5,+,No Seed,INT_RH_17181,1,No,No
chr1,33120183,33120417,hsa-miR-29b-2-5p,ENST00000294517.10,+,No Seed,INT_RH_8398,1,No,No
chr1,33120213,33120448,hsa-miR-145-5p,ENST00000294517.10,+,No Seed,INT_RH_9374,1,No,No
chr1,33120198,33120432,hsa-miR-345-3p,ENST00000294517.10,+,No Seed,INT_RH_10350,1,No,No
chr1,33120350,33120583,hsa-miR-590-3p,ENST00000294517.10,+,No Seed,INT_RH_11326,1,No,No
chr1,33120230,33120462,hsa-miR-4326,ENST00000294517.10,+,No Seed,INT_RH_12302,1,No,No
chr1,33120183,33120412,hsa-miR-4486,ENST00000294517.10,+,7A1,INT_RH_13278,1,No,No
chr1,33120321,33120557,hsa-miR-4793-5p,ENST00000294517.10,+,No Seed,INT_RH_14254,1,No,No
chr1,33120213,33120447,hsa-miR-5001-3p,ENST00000294517.10,+,No Seed,INT_RH_15230,1,No,No
chr1,33120231,33120464,hsa-miR-5196-3p,ENST00000294517.10,+,No Seed,INT_RH_16206,1,No,No
chr1,33120187,33120421,hsa-miR-6740-5p,ENST00000294517.10,+,No Seed,INT_RH_17182,1,No,No
chr1,33120422,33120791,hsa-miR-29b-2-5p,ENST00000373443.7,+,No Seed,INT_RH_8399,1,No,No
chr1,33120213,33120583,hsa-miR-145-5p,ENST00000373443.7,+,No Seed,INT_RH_9375,1,No,No
chr1,33120390,33120759,hsa-miR-345-3p,ENST00000373443.7,+,No Seed,INT_RH_10351,1,No,No
chr1,33120230,33120597,hsa-miR-4326,ENST00000373443.7,+,No Seed,INT_RH_12303,1,No,No
chr1,33120183,33120547,hsa-miR-4486,ENST00000373443.7,+,7A1,INT_RH_13279,1,No,No
chr1,33120321,33120692,hsa-miR-4793-5p,ENST00000373443.7,+,No Seed,INT_RH_14255,1,No,No
chr1,33120420,33120789,hsa-miR-5001-3p,ENST00000373443.7,+,No Seed,INT_RH_15231,1,No,No
chr1,33120231,33120599,hsa-miR-5196-3p,ENST00000373443.7,+,No Seed,INT_RH_16207,1,No,No
chr1,33120458,33120827,hsa-miR-6740-5p,ENST00000373443.7,+,No Seed,INT_RH_17183,1,No,No
chr1,37483938,37484729,hsa-miR-145-5p,ENST00000373087.6,+,No Seed,INT_RH_9376,1,No,No
chr1,37484171,37484961,hsa-miR-345-3p,ENST00000373087.6,+,No Seed,INT_RH_10352,1,No,No
chr1,37484023,37484812,hsa-miR-590-3p,ENST00000373087.6,+,No Seed,INT_RH_11328,1,No,No
chr1,37483935,37484723,hsa-miR-4326,ENST00000373087.6,+,No Seed,INT_RH_12304,1,No,No
chr1,37484013,37484798,hsa-miR-4486,ENST00000373087.6,+,No Seed,INT_RH_13280,1,No,No
chr1,37484172,37484964,hsa-miR-4793-5p,ENST00000373087.6,+,No Seed,INT_RH_14256,1,No,No
chr1,37483713,37484503,hsa-miR-5001-3p,ENST00000373087.6,+,No Seed,INT_RH_15232,1,No,No
chr1,44820203,44820225,hsa-miR-29b-2-5p,ENST00000447098.6,-,No Seed,INT_RH_8401,1,No,Yes
chr1,44820319,44820341,hsa-miR-345-3p,ENST00000447098.6,-,No Seed,INT_RH_10353,1,No,Yes
chr1,44820380,44820400,hsa-miR-4326,ENST00000447098.6,-,No Seed,INT_RH_12305,1,No,Yes
chr1,44820281,44820303,hsa-miR-5001-3p,ENST00000447098.6,-,No Seed,INT_RH_15233,1,No,Yes
chr1,44820478,44820499,hsa-miR-5196-3p,ENST00000447098.6,-,No Seed,INT_RH_16209,1,No,Yes
chr1,44822201,44822223,hsa-miR-29b-2-5p,ENST00000372192.3,-,No Seed,INT_RH_8402,1,No,No
chr1,44822085,44822107,hsa-miR-345-3p,ENST00000372192.3,-,No Seed,INT_RH_10354,1,No,No
chr1,44822334,44822354,hsa-miR-4326,ENST00000372192.3,-,No Seed,INT_RH_12306,1,No,No
chr1,44822334,44822356,hsa-miR-5001-3p,ENST00000372192.3,-,No Seed,INT_RH_15234,1,No,No
chr1,44822061,44822083,hsa-miR-6740-5p,ENST00000372192.3,-,No Seed,INT_RH_17186,1,No,No
chr1,50201281,50201524,hsa-miR-29b-2-5p,ENST00000357083.8,+,No Seed,INT_RH_8403,1,No,No
chr1,50201338,50201582,hsa-miR-145-5p,ENST00000357083.8,+,No Seed,INT_RH_9379,1,No,No
chr1,50201336,50201579,hsa-miR-345-3p,ENST00000357083.8,+,No Seed,INT_RH_10355,1,No,No
chr1,50201346,50201587,hsa-miR-4326,ENST00000357083.8,+,No Seed,INT_RH_12307,1,No,No
chr1,50201310,50201548,hsa-miR-4486,ENST00000357083.8,+,No Seed,INT_RH_13283,1,No,No
chr1,50201344,50201589,hsa-miR-4793-5p,ENST00000357083.8,+,No Seed,INT_RH_14259,1,No,No
chr1,50201336,50201579,hsa-miR-5001-3p,ENST00000357083.8,+,No Seed,INT_RH_15235,1,No,No
chr1,50201337,50201579,hsa-miR-5196-3p,ENST00000357083.8,+,No Seed,INT_RH_16211,1,No,No
chr1,50201179,50201422,hsa-miR-6740-5p,ENST00000357083.8,+,No Seed,INT_RH_17187,1,No,No
chr1,50201281,50202419,hsa-miR-29b-2-5p,ENST00000371819.1,+,No Seed,INT_RH_8404,1,No,No
chr1,50201792,50202930,hsa-miR-345-3p,ENST00000371819.1,+,No Seed,INT_RH_10356,1,No,No
chr1,50201798,50202934,hsa-miR-4326,ENST00000371819.1,+,No Seed,INT_RH_12308,1,No,No
chr1,50201310,50202443,hsa-miR-4486,ENST00000371819.1,+,No Seed,INT_RH_13284,1,No,No
chr1,50201805,50202943,hsa-miR-5001-3p,ENST00000371819.1,+,No Seed,INT_RH_15236,1,No,No
chr1,50201762,50202900,hsa-miR-6740-5p,ENST00000371819.1,+,No Seed,INT_RH_17188,1,No,No
chr1,50201281,50203179,hsa-miR-29b-2-5p,ENST00000371821.5,+,No Seed,INT_RH_8405,1,No,No
chr1,50201792,50203690,hsa-miR-345-3p,ENST00000371821.5,+,No Seed,INT_RH_10357,1,No,No
chr1,50201798,50203694,hsa-miR-4326,ENST00000371821.5,+,No Seed,INT_RH_12309,1,No,No
chr1,50201310,50203203,hsa-miR-4486,ENST00000371821.5,+,No Seed,INT_RH_13285,1,No,No
chr1,50201805,50203703,hsa-miR-5001-3p,ENST00000371821.5,+,No Seed,INT_RH_15237,1,No,No
chr1,50202963,50204861,hsa-miR-6740-5p,ENST00000371821.5,+,No Seed,INT_RH_17189,1,No,No
chr1,50201281,50201527,hsa-miR-29b-2-5p,ENST00000371823.8,+,No Seed,INT_RH_8406,1,No,No
chr1,50201338,50201585,hsa-miR-145-5p,ENST00000371823.8,+,No Seed,INT_RH_9382,1,No,No
chr1,50201336,50201582,hsa-miR-345-3p,ENST00000371823.8,+,No Seed,INT_RH_10358,1,No,No
chr1,50201346,50201590,hsa-miR-4326,ENST00000371823.8,+,No Seed,INT_RH_12310,1,No,No
chr1,50201310,50201551,hsa-miR-4486,ENST00000371823.8,+,No Seed,INT_RH_13286,1,No,No
chr1,50201344,50201592,hsa-miR-4793-5p,ENST00000371823.8,+,No Seed,INT_RH_14262,1,No,No
chr1,50201336,50201582,hsa-miR-5001-3p,ENST00000371823.8,+,No Seed,INT_RH_15238,1,No,No
chr1,50201337,50201582,hsa-miR-5196-3p,ENST00000371823.8,+,No Seed,INT_RH_16214,1,No,No
chr1,50201179,50201425,hsa-miR-6740-5p,ENST00000371823.8,+,No Seed,INT_RH_17190,1,No,No
chr1,50201281,50203911,hsa-miR-29b-2-5p,ENST00000371824.5,+,No Seed,INT_RH_8407,1,No,No
chr1,50201798,50204426,hsa-miR-4326,ENST00000371824.5,+,No Seed,INT_RH_12311,1,No,No
chr1,50201310,50203935,hsa-miR-4486,ENST00000371824.5,+,No Seed,INT_RH_13287,1,No,No
chr1,50203383,50206013,hsa-miR-6740-5p,ENST00000371824.5,+,No Seed,INT_RH_17191,1,No,No
chr1,50201281,50203895,hsa-miR-29b-2-5p,ENST00000371827.5,+,No Seed,INT_RH_8408,1,No,No
chr1,50201798,50204410,hsa-miR-4326,ENST00000371827.5,+,No Seed,INT_RH_12312,1,No,No
chr1,50201310,50203919,hsa-miR-4486,ENST00000371827.5,+,No Seed,INT_RH_13288,1,No,No
chr1,50203383,50205997,hsa-miR-6740-5p,ENST00000371827.5,+,No Seed,INT_RH_17192,1,No,No
chr1,50201281,50201993,hsa-miR-29b-2-5p,ENST00000448907.6,+,No Seed,INT_RH_8409,1,No,No
chr1,50201805,50202518,hsa-miR-145-5p,ENST00000448907.6,+,No Seed,INT_RH_9385,1,No,No
chr1,50201792,50202504,hsa-miR-345-3p,ENST00000448907.6,+,No Seed,INT_RH_10361,1,No,No
chr1,50201798,50202508,hsa-miR-4326,ENST00000448907.6,+,No Seed,INT_RH_12313,1,No,No
chr1,50201310,50202017,hsa-miR-4486,ENST00000448907.6,+,No Seed,INT_RH_13289,1,No,No
chr1,50201796,50202510,hsa-miR-4793-5p,ENST00000448907.6,+,No Seed,INT_RH_14265,1,No,No
chr1,50201805,50202517,hsa-miR-5001-3p,ENST00000448907.6,+,No Seed,INT_RH_15241,1,No,No
chr1,50201806,50202517,hsa-miR-5196-3p,ENST00000448907.6,+,No Seed,INT_RH_16217,1,No,No
chr1,50201762,50202474,hsa-miR-6740-5p,ENST00000448907.6,+,No Seed,INT_RH_17193,1,No,No
chr1,51287957,51287979,hsa-miR-345-3p,ENST00000413473.6,-,No Seed,INT_RH_10362,1,No,Yes
chr1,51287398,51287418,hsa-miR-4326,ENST00000413473.6,-,No Seed,INT_RH_12314,1,No,No
chr1,51287963,51287980,hsa-miR-4486,ENST00000413473.6,-,No Seed,INT_RH_13290,1,No,Yes
chr1,51287957,51287979,hsa-miR-345-3p,ENST00000447632.6,-,No Seed,INT_RH_10363,1,No,Yes
chr1,51287398,51287418,hsa-miR-4326,ENST00000447632.6,-,No Seed,INT_RH_12315,1,No,No
chr1,51287963,51287980,hsa-miR-4486,ENST00000447632.6,-,No Seed,INT_RH_13291,1,No,Yes
chr1,51287957,51287979,hsa-miR-345-3p,ENST00000530004.5,-,No Seed,INT_RH_10364,1,No,Yes
chr1,51287398,51287418,hsa-miR-4326,ENST00000530004.5,-,No Seed,INT_RH_12316,1,No,No
chr1,51287963,51287980,hsa-miR-4486,ENST00000530004.5,-,No Seed,INT_RH_13292,1,No,Yes
chr1,51287957,51287979,hsa-miR-345-3p,ENST00000262675.11,-,No Seed,INT_RH_10365,1,No,Yes
chr1,51287985,51288006,hsa-miR-590-3p,ENST00000262675.11,-,No Seed,INT_RH_11341,1,No,Yes
chr1,51288116,51288136,hsa-miR-4326,ENST00000262675.11,-,No Seed,INT_RH_12317,1,No,No
chr1,51287963,51287980,hsa-miR-4486,ENST00000262675.11,-,No Seed,INT_RH_13293,1,No,Yes
chr1,51287948,51287972,hsa-miR-4793-5p,ENST00000262675.11,-,No Seed,INT_RH_14269,1,No,Yes
chr1,51287954,51287975,hsa-miR-5196-3p,ENST00000262675.11,-,No Seed,INT_RH_16221,1,No,Yes
chr1,51288087,51288109,hsa-miR-6740-5p,ENST00000262675.11,-,No Seed,INT_RH_17197,1,No,No
chr1,51287981,51288003,hsa-miR-29b-2-5p,ENST00000371750.9,-,No Seed,INT_RH_8414,1,No,Yes
chr1,51288061,51288083,hsa-miR-345-3p,ENST00000371750.9,-,No Seed,INT_RH_10366,1,No,No
chr1,51287985,51288006,hsa-miR-590-3p,ENST00000371750.9,-,No Seed,INT_RH_11342,1,No,Yes
chr1,51288116,51288136,hsa-miR-4326,ENST00000371750.9,-,No Seed,INT_RH_12318,1,No,No
chr1,51288061,51288078,hsa-miR-4486,ENST00000371750.9,-,No Seed,INT_RH_13294,1,No,No
chr1,51288050,51288074,hsa-miR-4793-5p,ENST00000371750.9,-,No Seed,INT_RH_14270,1,No,No
chr1,51288105,51288127,hsa-miR-5001-3p,ENST00000371750.9,-,No Seed,INT_RH_15246,1,No,No
chr1,51288118,51288139,hsa-miR-5196-3p,ENST00000371750.9,-,No Seed,INT_RH_16222,1,No,No
chr1,51288087,51288109,hsa-miR-6740-5p,ENST00000371750.9,-,No Seed,INT_RH_17198,1,No,No
chr1,51295968,51295991,hsa-miR-145-5p,ENST00000371747.7,-,No Seed,INT_RH_9391,1,No,Yes
chr1,51295529,51295550,hsa-miR-590-3p,ENST00000371747.7,-,No Seed,INT_RH_11343,1,No,No
chr1,51295966,51295986,hsa-miR-4326,ENST00000371747.7,-,No Seed,INT_RH_12319,1,No,Yes
chr1,51295655,51295672,hsa-miR-4486,ENST00000371747.7,-,No Seed,INT_RH_13295,1,No,No
chr1,51295977,51296001,hsa-miR-4793-5p,ENST00000371747.7,-,No Seed,INT_RH_14271,1,No,Yes
chr1,51295902,51295924,hsa-miR-6740-5p,ENST00000371747.7,-,No Seed,INT_RH_17199,1,No,Yes
chr1,66372743,66374365,hsa-miR-29b-2-5p,ENST00000329654.8,+,No Seed,INT_RH_8417,1,No,No
chr1,66372741,66374363,hsa-miR-345-3p,ENST00000329654.8,+,No Seed,INT_RH_10369,1,No,No
chr1,66373419,66375039,hsa-miR-4326,ENST00000329654.8,+,No Seed,INT_RH_12321,1,No,No
chr1,66372722,66374339,hsa-miR-4486,ENST00000329654.8,+,No Seed,INT_RH_13297,1,No,No
chr1,66373996,66375617,hsa-miR-5196-3p,ENST00000329654.8,+,No Seed,INT_RH_16225,1,No,No
chr1,66372743,66374666,hsa-miR-29b-2-5p,ENST00000371045.9,+,No Seed,INT_RH_8418,1,No,No
chr1,66373419,66375340,hsa-miR-4326,ENST00000371045.9,+,No Seed,INT_RH_12322,1,No,No
chr1,66372722,66374640,hsa-miR-4486,ENST00000371045.9,+,No Seed,INT_RH_13298,1,No,No
